,index,num_bed,num_bath,size_house,size_lot,num_floors,is_waterfront,condition,size_basement,year_built,renovation_date,zip,latitude,longitude,avg_size_neighbor_houses,avg_size_neighbor_lot,price
11873,11873,4,2.0,1480,3844,1.5,0,5,0,1928,0,98133,47.70416133,-122.352196,1480,3844,449250
15829,15829,3,1.0,1250,26862,1.0,0,3,0,1965,0,98058,47.42600991,-122.1541465,1530,24463,287000
8721,8721,4,2.0,2490,4600,1.5,0,3,400,1926,0,98105,47.65567563,-122.2777299,2910,5000,950000
6908,6908,2,1.0,770,8150,1.0,0,3,0,1951,0,98118,47.53239261,-122.2746979,1140,8550,163250
13843,13843,4,3.75,2540,20662,2.0,0,3,0,1998,0,98075,47.58822967,-122.0103597,2490,37731,800000
2473,2473,3,1.75,1720,8102,1.0,0,5,860,1940,0,98125,47.73357117,-122.2900537,1440,8106,420000
6770,6770,3,1.75,1830,5488,1.0,0,4,820,1939,0,98115,47.69135281,-122.3092186,1200,5488,450000
10944,10944,4,2.5,3910,22710,1.5,0,3,0,1908,2003,98004,47.62954339,-122.217324,2920,16544,1749000
6545,6545,4,2.25,2030,11585,1.0,0,4,440,1967,0,98052,47.65610396,-122.1300501,1960,8977,545000
9730,9730,2,1.5,1240,1055,2.0,0,3,40,1967,0,98008,47.61041494,-122.1119067,1410,1340,277700
7712,7712,5,2.5,2240,7770,1.0,0,3,900,1978,0,98034,47.71983167,-122.1706319,1820,7770,455000
4662,4662,4,3.5,3020,12750,2.0,0,3,0,1990,0,98033,47.65239038,-122.1841068,3120,14351,845800
14362,14362,3,1.5,900,8690,1.5,0,5,0,1941,0,98116,47.57511704,-122.3930628,1000,6150,465000
5087,5087,3,4.0,4160,31796,2.0,0,3,0,1989,0,98053,47.66350184,-122.016638,4300,36192,1110000
2851,2851,5,2.5,3600,17300,1.0,0,4,1190,1968,0,98166,47.44681469,-122.3413605,2620,30200,403500
5588,5588,4,2.5,2300,10843,2.0,0,5,0,1955,0,98033,47.69884759,-122.2017369,1780,10843,610000
2982,2982,4,1.75,1950,12500,1.0,0,3,620,1963,0,98168,47.4999463,-122.3272658,1760,11520,325000
4586,4586,3,1.5,1360,9625,1.0,0,3,0,1963,0,98030,47.3798708,-122.2110857,1890,9625,244000
12804,12804,6,1.75,2740,6360,1.0,0,3,1370,1953,0,98146,47.50624645,-122.3849559,2150,6600,675000
14672,14672,2,1.0,710,14700,1.0,0,5,0,1926,0,98168,47.49385908,-122.3176388,1320,14700,187250
5661,5661,3,1.5,1410,9647,1.0,0,3,0,1961,0,98177,47.7608478,-122.3608279,2090,9272,367500
16249,16249,3,1.0,1150,11802,1.0,0,4,0,1932,1958,98106,47.56243005,-122.3606308,1880,6082,346500
9613,9613,3,2.25,1540,5338,1.0,0,5,770,1954,0,98115,47.69420313,-122.3035417,1680,6525,312000
18266,18266,3,1.75,1790,66250,1.5,0,3,0,2003,0,98014,47.71791472,-121.4028515,1440,59346,320000
16764,16764,4,3.0,2793,5703,2.0,0,3,0,2009,0,98030,47.36819251,-122.1778811,2793,5704,421500
3837,3837,4,1.0,1260,4080,1.0,0,4,0,1911,0,98105,47.66439591,-122.3236614,1340,4080,618000
12360,12360,3,1.0,970,8580,1.0,0,3,0,1959,0,98003,47.336261,-122.3111993,1430,11907,156000
1888,1888,4,2.75,2300,37533,1.0,0,5,750,1979,0,98070,47.37143003,-122.4314394,2130,10092,453000
10506,10506,5,2.5,2140,10320,1.0,0,4,810,1967,0,98031,47.39271753,-122.1940353,2050,8964,270000
12082,12082,7,3.5,2830,8625,1.0,0,4,1000,1957,0,98133,47.74933283,-122.3549718,1570,8400,450000
4416,4416,3,2.5,2320,7140,2.0,0,3,0,1990,0,98003,47.2750147,-122.2945699,2360,7955,308000
17454,17454,3,2.5,1580,3075,2.0,0,3,0,2013,0,98126,47.54495486,-122.3679239,1710,2934,379000
16734,16734,2,2.0,1690,4500,1.0,0,3,0,2004,0,98053,47.71330817,-122.0307839,1640,4500,564000
14653,14653,6,3.0,3560,4290,1.0,0,4,1780,1957,0,98118,47.52817617,-122.2685915,3040,6000,435000
1589,1589,5,3.0,2080,6150,1.0,0,3,1040,1950,0,98116,47.57069036,-122.3944505,1420,6150,345000
16585,16585,2,2.5,2680,7625,1.0,0,3,0,2002,0,98053,47.70937453,-122.023692,2310,7395,779950
12181,12181,2,1.0,1880,7560,1.0,0,3,940,1919,0,98126,47.52614332,-122.3736432,1280,7560,280000
15778,15778,3,1.75,1430,53628,2.0,0,3,0,1985,0,98024,47.55773995,-121.8911122,2100,53628,520000
1961,1961,4,2.75,2850,3000,2.5,0,3,320,2003,0,98112,47.64057721,-122.3035742,2083,4500,1185000
7998,7998,2,1.0,1410,4500,1.0,0,3,390,1939,0,98117,47.68830391,-122.3840283,1300,4500,600000
3163,3163,3,2.5,1640,1269,3.0,0,3,0,2009,0,98112,47.61974297,-122.299605,1590,1231,579000
16007,16007,4,1.75,2700,6000,1.0,0,4,1250,1953,0,98199,47.65388102,-122.3945916,2080,6000,725000
4067,4067,4,3.0,1540,4140,1.5,0,5,0,1902,0,98107,47.67278746,-122.3959207,1460,5000,624000
113,113,4,3.5,2140,2278,3.0,0,3,0,2005,0,98107,47.67337791,-122.3800953,1540,2285,675000
7024,7024,3,1.5,2230,6000,1.0,0,3,970,1968,0,98136,47.53731358,-122.3947629,2120,7200,585000
2429,2429,4,3.5,3110,108464,2.0,0,4,0,1979,0,98075,47.59196534,-122.0183978,2340,4938,875000
17694,17694,4,2.5,1714,3250,2.0,0,3,0,2010,0,98055,47.42897639,-122.1888589,1714,3250,305000
16523,16523,3,2.25,1800,9010,1.0,0,3,500,1975,0,98155,47.77224096,-122.3121636,1950,10240,365000
16310,16310,3,1.0,1650,5102,1.0,0,4,350,1953,0,98199,47.65242862,-122.4038832,1440,5102,665000
12318,12318,3,1.75,1340,63597,1.0,0,4,0,1963,0,98038,47.43786302,-122.0105782,1950,87120,415000
6726,6726,5,2.0,2610,5009,1.0,0,3,900,1988,0,98117,47.69689984,-122.3655231,1600,5040,439000
12158,12158,4,2.75,2720,6427,1.0,0,3,1070,2008,0,98146,47.49308097,-122.3535248,2720,8484,469950
2360,2360,2,1.75,1950,10766,1.0,0,4,790,1952,0,98166,47.45043679,-122.376951,1780,11721,669000
14458,14458,4,3.5,4080,10666,2.0,0,3,0,2005,0,98053,47.68179788,-122.0233732,3920,8154,920000
9095,9095,4,2.25,1600,6202,2.0,0,4,0,1986,0,98038,47.37837988,-122.0461153,1530,6298,257700
6020,6020,3,2.5,1810,4332,2.0,0,3,0,1992,0,98029,47.57756792,-121.9955951,1740,4332,517500
3141,3141,3,2.0,1110,7231,1.0,0,4,0,1991,0,98031,47.40357885,-122.1910166,1550,7245,223000
4952,4952,3,1.0,1180,7455,1.0,0,4,0,1964,0,98034,47.72760424,-122.2408538,1450,8154,350000
8801,8801,5,2.75,2770,7620,1.0,0,3,1070,1965,0,98106,47.51883389,-122.3476428,1720,7620,402000
8458,8458,4,2.25,1740,10875,1.0,0,3,0,1967,0,98059,47.51322907,-122.1568615,1680,10701,429950
3447,3447,4,1.75,1880,12150,1.0,0,3,600,1976,0,98023,47.32723337,-122.3625958,1980,9680,310000
1858,1858,4,2.0,1850,8827,1.0,0,3,0,1969,0,98155,47.74064154,-122.3132125,1310,6901,360000
8638,8638,3,2.0,1550,18958,1.5,0,3,0,1983,0,98198,47.36989983,-122.3188961,1840,12826,290000
12191,12191,4,2.25,2180,8000,1.0,0,4,550,1975,0,98023,47.31696564,-122.3778348,2310,8000,340000
6533,6533,3,1.0,1100,145490,1.5,0,4,0,1915,0,98024,47.56974086,-121.8984418,1100,11610,465000
11385,11385,6,3.0,2020,4129,1.0,0,3,790,1994,0,98105,47.66478349,-122.3242114,2080,4080,599950
1289,1289,4,2.25,2460,40635,1.0,0,5,0,1968,0,98053,47.66273108,-122.0320455,2250,40635,715000
3471,3471,3,2.0,1780,11342,1.0,0,3,0,1964,0,98148,47.46168012,-122.3273497,2140,8449,280000
6555,6555,3,2.5,1530,3840,2.0,0,3,0,1994,0,98029,47.56911413,-122.0068843,1720,3985,449950
459,459,4,1.75,2320,12000,1.0,0,4,50,1973,0,98032,47.36442662,-122.2802016,2120,9880,318888
13825,13825,3,2.5,1830,7062,2.0,0,3,0,1990,0,98023,47.28953274,-122.3521078,1820,6434,275000
11088,11088,4,2.5,3370,10602,2.0,0,3,0,1999,0,98007,47.65905212,-122.1473349,2950,9949,1135000
1655,1655,2,1.5,1008,26487,1.0,1,4,0,1943,2002,98070,47.38529891,-122.4787266,1132,24079,480000
2936,2936,3,1.0,1210,3720,2.0,0,4,0,1930,0,98112,47.631714,-122.3006326,1560,6000,640000
7509,7509,3,3.0,2880,3750,2.0,0,3,660,1909,1991,98122,47.61550362,-122.2899756,1910,4000,1000000
6085,6085,3,2.75,2710,9204,1.5,0,3,1230,1975,0,98177,47.70394029,-122.3851604,2960,10080,1430000
901,901,5,3.25,4475,6642,2.0,0,3,0,2014,0,98053,47.68488975,-122.017565,3720,6633,1035480
15725,15725,3,1.0,1070,4800,1.0,0,3,100,1947,0,98126,47.51873,-122.3765208,1120,1198,265000
10064,10064,3,2.0,1410,11995,1.0,0,4,0,1965,0,98006,47.57179155,-122.12713,2690,12650,510000
14884,14884,3,2.5,1790,4038,2.0,0,3,0,2005,0,98029,47.54986359,-121.9979034,1700,3365,541000
12864,12864,4,1.5,1810,7200,1.0,0,3,0,1966,0,98034,47.72065197,-122.1864682,2060,7200,430000
11623,11623,3,2.75,2300,4637,2.0,0,3,0,2008,0,98065,47.52163386,-121.8776646,2420,5699,479500
2188,2188,3,1.0,960,5264,1.0,0,3,0,1953,0,98115,47.68045431,-122.3010363,1140,5150,406000
17510,17510,3,3.5,1600,1431,2.0,0,3,360,2006,0,98117,47.68652575,-122.3629066,1500,4120,460000
15382,15382,3,2.5,3040,6255,2.0,0,3,0,1999,0,98030,47.38172432,-122.2058183,2670,6259,340000
15138,15138,2,2.0,1140,8282,1.0,0,3,0,1924,2009,98033,47.69491186,-122.2103341,1650,9000,498000
6173,6173,2,1.0,790,7153,1.0,0,4,0,1944,0,98168,47.48687493,-122.3243296,810,7128,118125
6768,6768,3,2.25,2290,14585,2.0,0,3,0,1981,0,98075,47.58742547,-122.0736142,1660,36961,545000
17440,17440,4,3.75,4690,207141,2.0,0,3,660,2007,0,98019,47.70718869,-121.9831105,2890,200527,1015000
10403,10403,3,2.5,1520,6298,2.0,0,3,0,1986,0,98030,47.36867694,-122.1818221,1670,7207,260000
17291,17291,4,4.25,4700,10800,2.0,0,3,790,2002,0,98033,47.68820206,-122.2139844,2370,7680,2225000
1422,1422,4,2.25,1830,8734,2.0,0,4,0,1991,0,98030,47.36791269,-122.1789891,1870,7212,285000
5299,5299,4,1.0,1500,5750,1.5,0,3,0,1925,0,98055,47.47677576,-122.2064348,1330,5750,277000
2892,2892,2,1.75,1150,2723,1.0,0,4,380,1923,0,98102,47.63569278,-122.3220442,1440,4000,390000
6376,6376,3,1.0,1000,10800,1.0,0,3,0,1959,0,98027,47.52002282,-122.0296665,1140,16846,396480
17205,17205,4,3.5,3130,5000,3.0,0,3,0,2014,0,98116,47.56556005,-122.4031167,1950,5152,1010000
12944,12944,4,1.75,2000,6000,1.0,0,5,1000,1956,0,98109,47.64278622,-122.3477365,2610,4377,710000
16428,16428,3,2.5,2190,7982,2.0,0,3,0,2004,0,98033,47.68692698,-122.1870084,2090,8888,700000
5752,5752,4,3.25,3930,10929,2.0,0,3,0,2006,0,98004,47.62594546,-122.1941832,1780,9999,1875000
18444,18444,4,2.5,2310,5813,2.0,0,3,0,2014,0,98146,47.51073279,-122.3618673,1830,7200,400000
16590,16590,3,1.75,1590,9620,1.0,0,3,0,1988,0,98059,47.4815065,-122.1517992,2980,9398,349000
11497,11497,2,2.0,1370,7920,1.0,0,3,420,1949,0,98199,47.65886659,-122.3974816,1370,4680,585000
17485,17485,3,3.25,1370,1227,3.0,0,3,0,2007,0,98103,47.69637985,-122.34056,1370,1236,375000
9637,9637,4,2.5,2450,27081,2.0,0,3,0,1985,0,98052,47.71765158,-122.1043085,2630,12025,729000
16787,16787,3,2.5,1930,8254,2.0,0,3,0,2014,0,98146,47.49726571,-122.3460255,1540,8849,369950
16375,16375,3,2.0,1680,11250,1.0,0,4,0,1967,0,98045,47.48609394,-121.7856411,1760,12160,450000
11030,11030,2,1.5,1800,4144,1.0,0,4,900,1962,0,98116,47.59343267,-122.3899724,2090,4173,850000
9635,9635,2,1.0,890,7250,1.0,0,3,0,1943,0,98125,47.7117538,-122.3140847,900,7000,285000
7300,7300,5,2.5,3120,15593,2.0,0,3,0,1986,0,98074,47.61424854,-122.064916,3390,17003,750000
14737,14737,3,1.75,1740,6800,1.5,0,4,0,1949,0,98126,47.53140459,-122.3728451,990,6800,450000
2416,2416,4,1.75,1920,7665,1.0,0,4,420,1975,0,98058,47.44756127,-122.128292,2100,7344,341000
1412,1412,4,1.75,1850,6480,1.0,0,4,730,1958,0,98108,47.5525332,-122.3125797,1610,5040,400000
7871,7871,4,2.0,1490,4054,1.5,0,5,0,1926,0,98115,47.67442966,-122.3009732,1510,3889,607000
17793,17793,5,3.75,3570,10125,2.0,0,3,0,2014,0,98040,47.56393602,-122.2233871,1760,10125,1600000
4100,4100,3,2.0,1410,8088,1.0,0,3,0,1987,0,98034,47.73026818,-122.2265781,1770,7401,410000
690,690,3,2.75,2390,9966,1.0,0,5,1030,1977,0,98006,47.54330788,-122.1848357,2140,10713,565000
17233,17233,5,3.75,3090,4943,2.0,0,3,0,2010,0,98058,47.45936396,-122.1332878,3191,5561,551000
16682,16682,3,1.75,1590,7617,2.0,0,3,0,1986,0,98198,47.38192361,-122.3120706,1490,7450,210000
2573,2573,4,1.75,2080,13629,1.0,0,4,1040,1955,0,98178,47.48662635,-122.2317547,1780,14659,285000
4944,4944,3,2.0,1840,4750,1.0,0,5,830,1951,0,98117,47.68622066,-122.3954384,1760,5510,730001
15103,15103,3,2.5,1690,8564,2.0,0,4,0,1992,0,98038,47.35179174,-122.0567048,1690,7532,295000
18364,18364,3,2.5,1470,1571,2.0,0,3,290,2007,0,98116,47.57220201,-122.3872231,1580,4329,420000
11640,11640,4,2.5,3680,13351,2.0,0,5,0,1946,1982,98004,47.61540569,-122.2137354,3410,11700,1900000
1633,1633,3,2.5,1530,3984,2.0,0,3,0,1995,0,98029,47.56895155,-122.0073475,1720,4005,467000
5982,5982,3,2.0,2110,5800,1.5,0,4,120,1927,0,98103,47.66452206,-122.3418495,1620,4300,725000
12081,12081,3,3.0,2960,5500,2.0,0,3,520,1937,1990,98199,47.63560223,-122.4022692,2960,5876,1340000
3675,3675,2,1.75,2330,7280,1.0,0,3,880,1982,0,98188,47.42820498,-122.2796709,1830,12178,535000
10695,10695,3,1.0,1300,11520,1.0,0,3,0,1958,0,98033,47.68293976,-122.1947232,1440,8064,595000
106,106,3,2.25,2910,10204,2.0,0,3,0,1990,0,98052,47.68967023,-122.0976398,2700,13992,770000
15587,15587,3,2.25,1340,4080,1.5,0,3,170,1907,0,98144,47.57221158,-122.2907545,1670,4080,330000
7905,7905,3,1.5,990,1343,2.0,0,3,150,2007,0,98112,47.62361296,-122.3055253,1350,2521,490000
4624,4624,3,1.0,840,6540,1.0,0,3,0,1970,2014,98042,47.37432875,-122.1163074,1010,6600,232000
13028,13028,3,2.75,1440,7350,1.0,0,4,400,1980,0,98058,47.44312534,-122.1377935,1510,7350,330490
9569,9569,3,1.75,1580,8820,1.0,0,4,0,1967,0,98003,47.31702288,-122.3254768,1280,8500,225000
2587,2587,3,2.5,2270,7866,1.0,0,4,0,1988,0,98029,47.56221151,-122.0220103,2580,8132,716000
1834,1834,3,2.5,1860,6607,2.0,0,3,0,1989,0,98023,47.28909301,-122.3511636,1760,6766,280000
7931,7931,4,2.5,3170,186436,2.0,0,3,0,2000,0,98038,47.44749571,-122.0340868,3250,215186,660000
14851,14851,3,1.5,1810,29308,1.0,0,3,860,1983,0,98042,47.35848184,-122.0671345,1790,37531,261000
588,588,4,2.5,2900,23488,2.0,0,3,0,1992,0,98053,47.67264945,-122.0295401,2900,34589,690000
10192,10192,4,2.75,3950,10214,1.0,0,3,1900,1955,0,98117,47.69686625,-122.3837876,3130,8608,900000
15173,15173,3,2.5,2160,6000,1.5,0,4,280,1939,0,98105,47.65823604,-122.2796142,2300,6000,990000
1772,1772,5,3.25,5180,19606,1.0,0,3,2570,1993,0,98006,47.55495803,-122.1136478,4050,15296,1195000
4863,4863,4,2.5,2510,4543,2.0,0,3,0,2002,0,98075,47.59615256,-122.0393102,2550,4675,660000
12429,12429,3,1.0,1340,18552,1.5,0,4,0,1935,0,98014,47.71288078,-121.3248771,960,15141,160000
17236,17236,4,3.5,2910,5260,2.0,0,3,0,2012,0,98065,47.51682225,-121.8834085,2910,5260,645000
16945,16945,4,2.5,2090,5195,2.0,0,3,0,2007,0,98031,47.39855486,-122.1664574,2090,5236,300000
15543,15543,3,3.25,2200,4800,2.0,0,3,290,1943,1996,98103,47.65506026,-122.3529711,1410,4800,818000
14790,14790,4,2.75,2420,5773,2.0,0,3,0,2005,0,98038,47.37716859,-122.0290815,2420,6200,376000
8849,8849,3,2.5,1480,7210,1.0,0,3,300,1986,0,98023,47.31240759,-122.3507302,1690,7396,276200
14306,14306,3,1.0,1440,5000,2.0,0,3,0,1910,0,98103,47.67410583,-122.3536965,1850,4500,560000
9480,9480,3,2.0,1320,7200,1.0,0,5,0,1975,0,98031,47.39468904,-122.1744494,1540,7200,251750
3933,3933,2,1.5,1560,10807,1.0,0,2,0,1949,0,98070,47.44441796,-122.5090803,1660,196591,181000
3224,3224,4,2.75,2980,42253,1.0,0,4,1120,1973,0,98005,47.63917733,-122.1632625,2980,42253,949000
3145,3145,2,1.0,720,5913,1.0,0,3,0,1920,0,98118,47.54466305,-122.2701537,1560,6600,230000
3480,3480,2,2.0,1540,7290,2.0,0,3,0,1948,1983,98136,47.55101573,-122.3947654,1540,7072,462500
4284,4284,2,1.0,620,4455,1.0,0,3,0,1927,0,98117,47.68768741,-122.3948867,1180,5000,425000
322,322,3,2.25,1450,7562,2.0,0,3,0,1994,0,98056,47.50376324,-122.1891907,1650,7625,297000
1463,1463,3,1.75,1830,51836,1.0,0,4,400,1966,0,98059,47.47741943,-122.0978043,1320,51400,300000
10084,10084,4,2.5,1980,4745,2.0,0,3,0,2004,0,98038,47.3494576,-122.0397479,1980,4878,335000
2297,2297,3,2.5,1714,3240,2.0,0,3,0,2005,0,98055,47.42881596,-122.1896847,1714,3240,305000
15108,15108,3,2.5,2000,9202,2.0,0,4,0,1992,0,98038,47.35163215,-122.0574041,1750,7827,225000
12322,12322,2,2.25,1570,1269,2.0,0,3,290,2015,0,98199,47.65141212,-122.3849295,1570,6000,500000
3857,3857,2,2.5,2720,4913,1.0,0,4,1020,1936,0,98199,47.63841967,-122.4040664,2520,5303,875000
10689,10689,3,1.75,1830,4500,1.5,0,4,0,1909,0,98115,47.67602491,-122.308283,1830,4080,518000
7357,7357,2,2.0,1660,5200,1.0,0,5,540,1906,0,98103,47.68714865,-122.3340688,1260,5160,601150
9076,9076,5,1.0,1410,6400,1.0,0,5,450,1955,0,98198,47.42068425,-122.3338917,1400,6500,295832
10772,10772,4,1.0,1140,13440,1.0,0,2,0,1944,0,98166,47.46192423,-122.3436252,1450,7560,340000
4412,4412,3,1.75,1100,7373,1.0,0,4,0,1968,0,98092,47.3124337,-122.1834036,1430,8415,240000
9557,9557,4,3.0,2430,5502,2.0,0,3,0,2002,0,98038,47.35603037,-122.0143214,2000,5702,425000
10445,10445,2,1.0,1370,5000,1.5,0,3,0,1905,0,98107,47.67437621,-122.3830866,1500,5000,600000
12084,12084,5,2.25,2370,15512,2.0,0,4,0,1981,0,98006,47.55553477,-122.1498039,2380,15100,913888
7686,7686,4,2.5,2170,8680,1.0,0,3,950,1959,0,98004,47.6077713,-122.1915723,2010,8680,685000
10599,10599,3,1.0,1360,9310,1.0,0,4,340,1980,0,98056,47.49014551,-122.1852537,1480,8330,230000
13732,13732,4,2.75,3780,10308,2.0,0,3,0,1999,0,98075,47.58899744,-121.9832407,3500,10740,833000
14147,14147,4,2.25,2860,5658,2.0,0,3,730,1933,0,98199,47.63950014,-122.4091063,2700,5221,1298000
7266,7266,3,1.5,1490,9630,1.0,0,4,0,1959,0,98028,47.76233202,-122.2555096,1960,10469,385000
5443,5443,4,2.5,1790,5257,2.0,0,3,0,1996,0,98030,47.38491137,-122.2038976,1680,5320,251100
11189,11189,3,2.5,1980,9907,2.0,0,3,0,1991,0,98022,47.19034469,-122.0128567,2050,9907,319950
9397,9397,2,2.0,1350,3926,1.0,0,3,0,2007,0,98053,47.71922358,-122.0240944,1440,3926,410000
1686,1686,4,2.5,2840,18001,2.0,0,3,0,1994,0,98019,47.73590382,-121.9622312,2500,18001,500000
15502,15502,4,2.25,2550,9736,1.0,0,4,0,1967,0,98002,47.3192836,-122.2122284,1770,9686,315000
18198,18198,3,3.5,2710,3475,2.0,0,3,1060,2005,0,98027,47.53587309,-122.0722622,2440,2867,627000
14109,14109,4,2.75,2310,7851,1.0,0,4,520,1989,0,98006,47.54732193,-122.1869687,2230,7359,592100
1389,1389,4,2.0,1990,29078,2.0,0,3,0,1984,0,98074,47.64710185,-122.0567903,2310,28353,540000
1336,1336,4,1.5,2000,6778,1.0,0,4,830,1962,0,98198,47.37077539,-122.3112522,1940,7531,284950
6015,6015,4,2.75,3270,9231,2.0,0,3,0,1995,0,98052,47.65385961,-122.1210341,3380,10154,940000
5702,5702,5,2.25,2710,19800,1.0,0,5,800,1959,0,98005,47.59576085,-122.1751273,2120,16400,830000
8420,8420,3,1.75,1650,16200,1.0,0,3,0,1976,0,98031,47.39263898,-122.167902,1650,8680,264500
4450,4450,3,1.75,1390,8980,1.0,0,4,0,1985,0,98022,47.20149535,-122.0052364,1770,9085,278500
12898,12898,4,3.25,3840,6214,1.5,0,4,1250,1939,0,98199,47.63880729,-122.4063994,3280,5915,2152500
12860,12860,3,1.0,1450,4000,1.0,0,4,500,1948,0,98118,47.55537071,-122.2660532,1880,4000,525000
11399,11399,3,1.75,1170,9085,1.0,0,3,0,1967,0,98023,47.28079738,-122.3537508,1230,9085,185000
9782,9782,2,1.5,1520,8040,1.0,0,5,0,1951,0,98125,47.71309845,-122.3060995,1440,8040,500000
2613,2613,4,2.5,2260,5702,2.0,0,3,0,2002,0,98042,47.34880548,-122.1505118,2450,6381,325000
5221,5221,5,2.75,2740,8426,1.0,0,4,1370,1960,0,98006,47.55625195,-122.1837849,2020,8783,541125
14847,14847,3,2.25,1650,7739,1.0,0,3,360,1986,0,98003,47.3531585,-122.3043188,1650,6033,225000
6322,6322,4,3.0,1900,9077,2.0,0,3,0,1954,2015,98155,47.76842129,-122.3043684,1900,12868,459000
11108,11108,3,2.5,2060,10839,2.0,0,3,0,1987,0,98029,47.56754218,-122.0159797,2180,8126,585000
16469,16469,2,1.0,750,2786,1.0,0,5,0,1947,0,98117,47.68917893,-122.3925766,1700,4653,435000
10042,10042,3,1.75,1450,5858,1.0,0,4,0,1991,0,98038,47.34816498,-122.0373999,1520,6573,265000
9046,9046,4,3.25,4350,7090,2.0,0,3,1480,1999,0,98042,47.37470071,-122.1557989,2490,7266,472000
13951,13951,2,3.0,2020,5000,1.0,0,3,670,1952,0,98117,47.67578062,-122.3748964,1160,1118,742500
15782,15782,4,2.25,2060,8767,2.0,0,3,0,1983,0,98052,47.72275849,-122.1034191,1610,8062,543000
16438,16438,3,1.0,1200,8470,1.0,0,5,0,1961,0,98032,47.38636281,-122.2868422,1200,7952,178500
10690,10690,3,1.75,1380,3225,1.0,0,4,440,1915,0,98103,47.66517947,-122.3382154,1250,3750,539000
1402,1402,3,1.75,2190,12626,2.0,0,4,0,1978,0,98042,47.38448677,-122.1536448,3110,14592,340000
17885,17885,2,1.5,1220,1120,2.5,0,3,110,2008,0,98199,47.63740913,-122.3877188,2010,3175,465000
11333,11333,3,1.75,1770,3880,1.0,0,3,470,1963,0,98117,47.68457853,-122.3915981,1430,3880,667000
14952,14952,2,1.0,1550,3200,1.5,0,3,0,1927,0,98112,47.6367777,-122.3058938,1800,3937,605000
3342,3342,3,2.75,4120,16365,1.0,0,3,0,1999,0,98059,47.52654175,-122.1481752,4020,14110,1300000
10686,10686,3,1.0,1170,6134,1.0,0,4,0,1948,0,98168,47.49413735,-122.3124236,1440,9823,209977
17163,17163,2,1.0,710,1131,2.0,0,4,0,1943,0,98102,47.64125993,-122.3286009,1370,1173,399950
7352,7352,5,2.75,2860,5280,2.0,0,3,0,2006,0,98052,47.70695381,-122.1023329,3150,6442,751000
11356,11356,4,2.5,2910,8881,2.0,0,3,970,1932,0,98199,47.64241102,-122.4105201,2540,5250,1100000
15582,15582,4,2.5,2740,8336,2.0,0,4,0,1990,0,98031,47.39037836,-122.1762395,2460,9189,395000
18010,18010,3,3.0,1960,1168,2.0,0,3,360,2007,0,98027,47.54449224,-122.0144883,2080,1423,556000
1030,1030,2,1.0,770,17334,1.0,0,3,0,1978,0,98001,47.29971948,-122.26913,1480,17334,100000
7673,7673,3,2.25,2700,4025,2.0,0,4,940,1907,0,98122,47.60739108,-122.2939215,1580,4025,552500
3507,3507,4,2.5,2410,7069,2.0,0,3,0,1993,0,98034,47.70944831,-122.2339601,2240,7184,635000
11232,11232,3,1.0,970,4800,1.0,0,3,0,1950,0,98112,47.62119172,-122.298077,1500,2042,600000
18133,18133,4,2.0,1350,942,3.0,0,3,0,2008,0,98027,47.54014699,-122.0259935,1390,942,288790
2030,2030,4,2.25,2340,13406,1.0,0,4,0,1963,0,98040,47.5377094,-122.2214691,2340,10743,995000
17854,17854,4,2.5,1900,3301,2.0,0,3,0,2007,0,98178,47.48896535,-122.2492663,1960,3379,335000
5498,5498,3,1.0,920,4875,1.0,0,4,0,1978,0,98042,47.36229461,-122.0901662,1160,4875,152000
4828,4828,3,1.5,1570,6700,1.0,0,4,0,1956,0,98007,47.6021704,-122.1342816,1570,7300,419000
16518,16518,3,1.75,2200,11520,1.0,0,4,0,1952,0,98133,47.76594867,-122.3407692,1690,8038,359000
6584,6584,1,2.25,2140,10350,1.0,0,3,670,1976,0,98072,47.73520728,-122.1703881,1980,8400,458000
15403,15403,3,1.75,1350,9000,1.0,0,3,0,1987,0,98045,47.44870923,-121.7728369,1370,9500,304950
14741,14741,3,1.75,1820,6038,1.0,0,4,780,1952,0,98126,47.52329704,-122.3777273,1700,6040,423000
9188,9188,3,2.0,1660,13085,1.0,0,3,650,1985,0,98001,47.32983544,-122.2765269,1660,7778,250000
1426,1426,3,1.5,1610,13500,1.0,0,3,550,1970,0,98155,47.76741111,-122.309558,1540,11479,390000
17555,17555,3,2.5,1408,989,3.0,0,3,0,2005,0,98115,47.6855894,-122.3154503,1408,1342,416286
17743,17743,4,4.0,4360,8175,2.5,1,3,420,2007,0,98008,47.57235564,-122.1035776,2670,8525,2300000
8529,8529,4,3.75,3210,7054,2.0,0,4,0,1985,0,98052,47.72676018,-122.103313,2350,8020,690000
5444,5444,3,1.75,1750,16748,1.0,0,3,420,1978,0,98072,47.74210488,-122.0893886,1750,16050,435000
14219,14219,5,1.75,2110,8500,1.0,0,3,1010,1962,0,98133,47.77368767,-122.3495889,2020,8500,300000
